58.1329 	 58.2964 	 71.8661 	 -1.2
58.9305 	 71.7186 	 57.3769 	 -1.2
58.7908 	 71.9762 	 72.6165 	 -1.2
58.4057 	 73.8552 	 85.3685 	 -1.2
71.6739 	 58.3221 	 58.0783 	 -1.2
71.8413 	 57.9704 	 72.0926 	 -1.2
74.4188 	 62.3349 	 86.8004 	 -1.2
72.0236 	 72.2969 	 57.3987 	 -1.2
72.0391 	 72.3826 	 71.4679 	 -1.2
72.5312 	 86.2713 	 71.4921 	 -1.2
86.4158 	 72.2965 	 72.0448 	 -1.2
56.8724 	 60.0844 	 65.9162 	 -1.2
58.0156 	 71.9475 	 64.9879 	 -1.2
57.0528 	 72.5421 	 78.8678 	 -1.2
71.6124 	 58.0909 	 65.2965 	 -1.2
71.8054 	 58.2049 	 79.4842 	 -1.2
72.3585 	 72.4585 	 64.8262 	 -1.2
71.8787 	 73.0509 	 78.6773 	 -1.2
71.2657 	 86.7706 	 65.1925 	 -1.2
71.5098 	 86.4373 	 79.0787 	 -1.2
85.5718 	 72.5319 	 65.628 	 -1.2
85.428 	 72.6207 	 79.2342 	 -1.2
56.9624 	 65.7065 	 72.8153 	 -1.2
57.957 	 79.6414 	 71.8613 	 -1.2
71.9284 	 65.2673 	 57.9494 	 -1.2
71.7588 	 65.5254 	 72.0671 	 -1.2
71.8086 	 65.5769 	 87.1772 	 -1.2
71.8589 	 79.8028 	 58.2723 	 -1.2
71.8637 	 79.1338 	 71.969 	 -1.2
72.4851 	 78.668 	 86.14 	 -1.2
86.3278 	 65.3649 	 72.0342 	 -1.2
85.6749 	 79.6322 	 72.4253 	 -1.2
57.2584 	 65.6913 	 65.3628 	 -1.2
57.4024 	 65.0463 	 79.4393 	 -1.2
57.5057 	 78.9327 	 65.3338 	 -1.2
57.4925 	 79.2799 	 79.4938 	 -1.2
71.8182 	 64.7728 	 64.9528 	 -1.2
72.06 	 65.5551 	 78.379 	 -1.2
72.0234 	 79.023 	 64.5659 	 -1.2
72.4186 	 78.5243 	 79.0964 	 -1.2
85.7849 	 64.8002 	 64.9645 	 -1.2
85.9216 	 64.9884 	 79.4729 	 -1.2
85.9999 	 79.7624 	 65.0371 	 -1.2
85.6776 	 79.9569 	 78.352 	 -1.2
64.4319 	 58.3209 	 57.9645 	 -1.2
64.7639 	 58.4923 	 72.0582 	 -1.2
65.5876 	 72.437 	 57.6756 	 -1.2
64.5089 	 72.4105 	 72.5039 	 -1.2
65.7632 	 72.2747 	 86.4686 	 -1.2
65.1699 	 86.6848 	 72.1665 	 -1.2
78.8843 	 58.9564 	 56.3878 	 -1.2
79.3131 	 58.0464 	 72.0511 	 -1.2
78.4736 	 72.9075 	 58.5199 	 -1.2
79.1814 	 72.3128 	 71.7585 	 -1.2
77.9271 	 72.2724 	 86.3487 	 -1.2
78.3681 	 86.7002 	 72.8589 	 -1.2
64.9643 	 56.7138 	 65.9855 	 -1.2
65.3088 	 58.3331 	 78.7667 	 -1.2
64.7638 	 71.652 	 65.3027 	 -1.2
65.0833 	 71.7455 	 79.6226 	 -1.2
65.4094 	 85.2143 	 65.1339 	 -1.2
65.0329 	 86.9837 	 78.4841 	 -1.2
78.5368 	 58.22 	 65.1152 	 -1.2
79.4224 	 57.59 	 79.1165 	 -1.2
78.8185 	 72.5628 	 65.1017 	 -1.2
79.2429 	 72.6465 	 78.5784 	 -1.2
79.3185 	 86.0016 	 64.3998 	 -1.2
78.452 	 85.4525 	 79.7087 	 -1.2
64.9461 	 64.5348 	 58.0567 	 -1.2
64.9843 	 65.4553 	 71.7534 	 -1.2
66.0417 	 65.2635 	 84.4699 	 -1.2
64.9189 	 79.0445 	 57.103 	 -1.2
65.1744 	 79.6488 	 71.969 	 -1.2
65.5535 	 80.1201 	 85.5804 	 -1.2
78.5414 	 65.7712 	 57.9449 	 -1.2
78.9869 	 64.9608 	 72.2275 	 -1.2
80.0312 	 65.7227 	 84.9813 	 -1.2
79.26 	 78.701 	 57.362 	 -1.2
79.0253 	 79.3629 	 71.8262 	 -1.2
80.0775 	 79.1116 	 85.825 	 -1.2
64.8051 	 65.5362 	 65.3251 	 -1.2
64.9166 	 65.3027 	 79.3999 	 -1.2
64.7404 	 79.4561 	 64.8043 	 -1.2
64.7439 	 79.3669 	 79.8787 	 -1.2
79.2615 	 64.6735 	 65.1965 	 -1.2
78.6698 	 65.3166 	 79.5498 	 -1.2
78.537 	 79.9135 	 65.4846 	 -1.2
79.3798 	 79.4991 	 79.2808 	 -1.2
58.0423 	 62.1282 	 62.0828 	 -1.2
57.4449 	 61.1034 	 76.2019 	 -1.2
58.5127 	 74.7323 	 62.0031 	 -1.2
58.1247 	 75.2167 	 76.4968 	 -1.2
72.8508 	 60.5968 	 62.1748 	 -1.2
72.6242 	 60.8983 	 76.3362 	 -1.2
72.8316 	 74.967 	 61.6576 	 -1.2
72.4503 	 74.59 	 76.0525 	 -1.2
72.9003 	 73.9068 	 86.3121 	 -1.2
73.0331 	 87.8084 	 76.2724 	 -1.2
86.6986 	 60.7948 	 76.3672 	 -1.2
85.357 	 75.5509 	 62.4269 	 -1.2
86.4996 	 74.4923 	 76.7726 	 -1.2
58.6942 	 62.7719 	 69.1001 	 -1.2
60.2758 	 60.8202 	 82.1894 	 -1.2
58.7063 	 76.3458 	 67.8113 	 -1.2
58.5595 	 75.6386 	 82.8731 	 -1.2
73.9307 	 63.1568 	 54.1205 	 -1.2
72.2981 	 62.4537 	 67.9024 	 -1.2
71.8751 	 61.9887 	 83.4085 	 -1.2
72.7796 	 76.393 	 54.4383 	 -1.2
72.7674 	 75.7149 	 68.5691 	 -1.2
72.5081 	 77.0504 	 81.5523 	 -1.2
71.1045 	 90.4744 	 68.8822 	 -1.2
86.2203 	 62.1349 	 68.3588 	 -1.2
86.7513 	 76.4694 	 68.5299 	 -1.2
86.527 	 75.4873 	 83.3727 	 -1.2
57.9441 	 68.4275 	 61.0268 	 -1.2
58.7902 	 69.7105 	 75.1716 	 -1.2
57.4853 	 83.3004 	 75.3246 	 -1.2
71.0023 	 55.3448 	 61.8006 	 -1.2
71.8244 	 55.1829 	 75.7188 	 -1.2
71.908 	 69.3099 	 60.7691 	 -1.2
72.1801 	 69.4528 	 75.2997 	 -1.2
71.6113 	 83.0692 	 61.8794 	 -1.2
72.2868 	 83.2329 	 75.1602 	 -1.2
86.5282 	 69.3397 	 61.5749 	 -1.2
86.2993 	 69.5056 	 75.1404 	 -1.2
85.5769 	 81.8777 	 76.6412 	 -1.2
58.2305 	 67.7224 	 69.7551 	 -1.2
57.9587 	 68.7179 	 83.2739 	 -1.2
58.0381 	 82.608 	 69.2855 	 -1.2
73.0348 	 53.8478 	 69.0328 	 -1.2
72.9357 	 67.9065 	 55.6762 	 -1.2
72.7942 	 67.8277 	 69.2911 	 -1.2
72.7313 	 81.6799 	 68.9343 	 -1.2
72.8301 	 82.1445 	 82.7937 	 -1.2
86.5297 	 68.2465 	 68.7966 	 -1.2
86.071 	 68.6999 	 83.6652 	 -1.2
86.7097 	 81.6185 	 69.0826 	 -1.2
64.6195 	 61.9823 	 61.6295 	 -1.2
65.9014 	 62.0545 	 75.6566 	 -1.2
65.6696 	 75.5381 	 61.9227 	 -1.2
65.1764 	 76.7457 	 75.3688 	 -1.2
79.7862 	 61.4089 	 61.1573 	 -1.2
79.207 	 62.2514 	 75.3075 	 -1.2
